(syll)	B_PS	B_OG	B_LC	B_DT	B_TI	I_PS	I_OG	I_LC	I_DT	I_TI	O	I
移	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
料	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
減	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
휴	2.2541448126e-06	0.0024719699454	0.000123072136675	0.000123072136675	2.2541448126e-06	2.2541448126e-06	2.2541448126e-06	2.2541448126e-06	2.2541448126e-06	2.2541448126e-06	0.997263852623	2.2541448126e-06
엾	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
에	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
專	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295
포	4.1863939993e-51	1.36853947117e-44	3.01440878507e-40	1.54008828499e-51	1.54008828499e-51	1.54008828499e-51	1.54008828499e-51	1.54008828499e-51	1.54008828499e-51	1.54008828499e-51	1.0	2.28569367672e-49
橋	0.072895426155	0.072895426155	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
흰	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.401818128085	0.054380170174
北	0.0458177138238	0.0458177138238	0.338549657769	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.124545458909	0.124545458909
자	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
법	1.02256890712e-86	6.71418428821e-79	1.02256890712e-86	1.02256890712e-86	1.02256890712e-86	1.02256890712e-86	1.02256890712e-86	1.02256890712e-86	1.02256890712e-86	1.02256890712e-86	1.0	2.77963047856e-86
경	5.9452570256e-148	1.29043112369e-176	1.17672086948e-179	1.32422488643e-186	6.59292749553e-188	6.59292749553e-188	6.59292749553e-188	6.59292749553e-188	6.59292749553e-188	6.59292749553e-188	1.0	2.6597767851e-185
휼	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
追	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
털	2.2602732084e-06	2.2602732084e-06	2.2602732084e-06	2.2602732084e-06	2.2602732084e-06	2.2602732084e-06	2.2602732084e-06	2.2602732084e-06	2.2602732084e-06	2.2602732084e-06	0.999975136995	2.2602732084e-06
認	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
超	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
羅	0.135188548493	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.0497330876723	0.367480574784	0.0497330876723
宗	0.338549657769	0.0458177138238	0.0458177138238	0.124545458909	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.124545458909	0.0458177138238
엷	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
궂	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
7	3.72007597602e-44	3.72007597602e-44	3.72007597602e-44	0.999999999999	7.47197233734e-43	3.72007597602e-44	3.72007597602e-44	3.72007597602e-44	3.72007597602e-44	3.72007597602e-44	6.91440010694e-13	5.90009054159e-29
흙	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	0.999816315038	1.6698632939e-05
율	1.02618796306e-10	2.54366564711e-13	2.54366564711e-13	2.54366564711e-13	2.54366564711e-13	2.54366564711e-13	2.54366564711e-13	2.54366564711e-13	2.54366564711e-13	2.54366564711e-13	0.999999999895	2.54366564711e-13
兩	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.401818128085	0.054380170174
浦	0.072895426155	0.072895426155	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
쵸	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
솥	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.646137686887	0.0321693011921
假	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
石	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
김	1.0	1.12138297032e-83	5.583037061e-85	5.583037061e-85	5.583037061e-85	5.583037061e-85	5.583037061e-85	5.583037061e-85	5.583037061e-85	5.583037061e-85	1.66427989189e-81	1.51762681905e-84
졸	1.02618796201e-10	1.02618796201e-10	1.02618796201e-10	1.02618796201e-10	1.02618796201e-10	1.02618796201e-10	1.02618796201e-10	1.02618796201e-10	1.02618796201e-10	1.02618796201e-10	0.999999998871	1.02618796201e-10
玉	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
論	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	0.999816315038	1.6698632939e-05
뺨	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
넓	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.00241295975497	0.973457442695	0.00241295975497
句	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
빙	2.26026443001e-06	6.14403572762e-06	2.26026443001e-06	2.26026443001e-06	2.26026443001e-06	2.26026443001e-06	2.26026443001e-06	2.26026443001e-06	2.26026443001e-06	2.26026443001e-06	0.99997125332	2.26026443001e-06
三	0.072895426155	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
실	2.55409854838e-208	6.94275967215e-208	6.94275967215e-208	3.45659650459e-209	3.45659650459e-209	3.45659650459e-209	3.45659650459e-209	3.45659650459e-209	3.45659650459e-209	3.45659650459e-209	1.0	2.55409854838e-208
쓰	1.54008828499e-51	1.13797987351e-50	1.54008828499e-51	1.54008828499e-51	1.54008828499e-51	1.54008828499e-51	1.54008828499e-51	1.54008828499e-51	1.54008828499e-51	1.54008828499e-51	1.0	1.54008828499e-51
凡	0.082864798426	0.0304842557378	0.0304842557378	0.0304842557378	0.0304842557378	0.0304842557378	0.0304842557378	0.0304842557378	0.0304842557378	0.0304842557378	0.612292644196	0.0304842557378
덤	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.000902825987459	0.990068914138	0.000902825987459
훌	4.13993583349e-08	4.13993583349e-08	4.13993583349e-08	4.13993583349e-08	4.13993583349e-08	4.13993583349e-08	4.13993583349e-08	4.13993583349e-08	4.13993583349e-08	4.13993583349e-08	0.999999544607	4.13993583349e-08
곽	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
有	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
震	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
L	0.00240299658295	0.00240299658295	0.00653202194527	0.00240299658295	0.00240299658295	0.00240299658295	0.00240299658295	0.00240299658295	0.00240299658295	0.00240299658295	0.969438012225	0.00240299658295
많	6.54284061905e-69	6.54284061905e-69	6.54284061905e-69	6.54284061905e-69	6.54284061905e-69	6.54284061905e-69	6.54284061905e-69	6.54284061905e-69	6.54284061905e-69	6.54284061905e-69	1.0	6.54284061905e-69
멀	3.77513454394e-11	5.10908902761e-12	5.10908902761e-12	5.10908902761e-12	5.10908902761e-12	5.10908902761e-12	5.10908902761e-12	5.10908902761e-12	5.10908902761e-12	5.10908902761e-12	0.999999999911	5.10908902761e-12
볕	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.401818128085	0.054380170174
閤	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
衣	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
익	3.05902078524e-07	1.125350857e-07	4.13993444396e-08	4.13993444396e-08	4.13993444396e-08	4.13993444396e-08	4.13993444396e-08	4.13993444396e-08	4.13993444396e-08	4.13993444396e-08	0.999999208969	4.13993444396e-08
밤	3.22134028599e-27	3.22134028599e-27	8.7565107627e-27	1.29958142501e-24	1.0	3.22134028599e-27	3.22134028599e-27	3.22134028599e-27	3.22134028599e-27	3.22134028599e-27	3.44247710847e-14	3.22134028599e-27
빨	2.06115356841e-09	2.06115356841e-09	2.06115356841e-09	5.60279629066e-09	2.06115356841e-09	2.06115356841e-09	2.06115356841e-09	2.06115356841e-09	2.06115356841e-09	2.06115356841e-09	0.999999973786	2.06115356841e-09
폰	0.124545458909	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.338549657769	0.124545458909
쳐	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	1.6698632939e-05	0.999816315038	1.6698632939e-05
개	5.70904010586e-171	1.25749976613e-166	5.70904010586e-171	5.70904010586e-171	2.10023848377e-171	2.10023848377e-171	2.10023848377e-171	2.10023848377e-171	2.10023848377e-171	2.10023848377e-171	1.0	1.01896261439e-162
洗	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
생	3.02677244947e-235	2.29506849997e-244	5.68890603989e-247	5.68890603989e-247	5.68890603989e-247	5.68890603989e-247	5.68890603989e-247	5.68890603989e-247	5.68890603989e-247	5.68890603989e-247	1.0	4.20356458703e-246
껌	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
의	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
夷	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
밖	8.7565107627e-27	8.7565107627e-27	8.7565107627e-27	8.7565107627e-27	8.7565107627e-27	8.7565107627e-27	8.7565107627e-27	8.7565107627e-27	8.7565107627e-27	8.7565107627e-27	1.0	8.7565107627e-27
듣	8.98582594405e-37	8.98582594405e-37	8.98582594405e-37	8.98582594405e-37	8.98582594405e-37	8.98582594405e-37	8.98582594405e-37	8.98582594405e-37	8.98582594405e-37	8.98582594405e-37	1.0	8.98582594405e-37
所	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.401818128085	0.054380170174
깊	3.77513454271e-11	3.77513454271e-11	3.77513454271e-11	3.77513454271e-11	3.77513454271e-11	3.77513454271e-11	3.77513454271e-11	3.77513454271e-11	3.77513454271e-11	3.77513454271e-11	0.999999999585	3.77513454271e-11
들	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
읽	5.60279609223e-09	5.60279609223e-09	5.60279609223e-09	5.60279609223e-09	5.60279609223e-09	5.60279609223e-09	5.60279609223e-09	5.60279609223e-09	5.60279609223e-09	5.60279609223e-09	0.999999938369	5.60279609223e-09
강	1.58042006027e-61	1.09276566338e-73	1.19836306085e-70	9.9647330101e-77	9.9647330101e-77	9.9647330101e-77	9.9647330101e-77	9.9647330101e-77	9.9647330101e-77	9.9647330101e-77	1.0	2.00147012804e-75
쏟	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.0321693011921	0.646137686887	0.0321693011921
悉	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.401818128085	0.054380170174
태	9.22114642293e-47	8.62880115662e-60	1.54008828499e-51	1.58042006027e-61	1.58042006027e-61	1.58042006027e-61	1.58042006027e-61	1.58042006027e-61	1.58042006027e-61	1.58042006027e-61	1.0	4.29602713117e-61
씩	1.1548224173e-17	1.1548224173e-17	1.1548224173e-17	1.1548224173e-17	1.1548224173e-17	1.1548224173e-17	1.1548224173e-17	1.1548224173e-17	1.1548224173e-17	1.1548224173e-17	1.0	3.13913279205e-17
滿	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295	0.072895426155
범	3.97544973591e-31	5.38018616002e-32	5.38018616002e-32	5.38018616002e-32	5.38018616002e-32	5.38018616002e-32	5.38018616002e-32	5.38018616002e-32	5.38018616002e-32	5.38018616002e-32	1.0	5.38018616002e-32
當	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.401818128085	0.054380170174
己	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.054380170174	0.401818128085	0.054380170174
A	4.13942347584e-08	0.999875784859	1.12521196147e-07	1.12521196147e-07	4.13942347584e-08	4.13942347584e-08	4.13942347584e-08	4.13942347584e-08	4.13942347584e-08	4.13942347584e-08	0.00012339447472	3.05864322802e-07
홀	4.53978677668e-05	2.06106000798e-09	2.06106000798e-09	2.06106000798e-09	2.06106000798e-09	2.06106000798e-09	2.06106000798e-09	2.06106000798e-09	2.06106000798e-09	2.06106000798e-09	0.999954581522	2.06106000798e-09
想	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.000334229292099	0.996323477787	0.000334229292099
셀	0.338549657769	0.0458177138238	0.124545458909	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.0458177138238	0.124545458909
每	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.198150312295
組	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.832312344259	0.0152443323401
팎	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.0152443323401	0.832312344259	0.0152443323401
溫	0.198150312295	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155	0.072895426155
