뗼	0.00912973 -0.00892192 -0.00257082 -0.0095586 0.0150868 0.031756 -0.0249911 -0.0156188 0.00758872 -0.0266132 0.0264034 0.0364154 -0.011544 0.0205228 0.00557432 -0.0152253 -0.0337261 0.0174471 -0.00728307 -0.00101182 0.0287966 0.038475 0.0289634 -0.0032589 0.032074 0.0228848 -0.0270884 -0.0327191 0.0367151 0.0243473 -0.0132673 -0.0148425 0.0242543 -0.0119635 -0.0154468 0.0124696 -0.0189739 0.0179843 -0.00867992 0.0211239 0.031168 -0.0279218 0.0368834 -0.0383009 0.00449655 0.0374137 0.0275569 -0.0163372 -0.00543342 0.0361712 0.0340306 -0.0175407 0.0185024 -0.00650374 0.0244834 0.00469783 -0.0256963 -0.0017429 0.0327541 -0.0297086
쯩	-0.0385141 -0.0384906 -0.00826121 -0.012239 -0.0124396 0.0293826 0.0180743 0.0135704 -0.00918231 -0.0367794 0.0118824 0.00419658 0.00778204 -0.0116064 -0.0381665 -0.0196979 -0.0384655 -0.0154992 0.0183994 -0.0218136 -0.0167127 -0.0129733 -0.00747142 0.0368048 0.01952 -0.0243949 -0.021146 -0.0142657 -0.00842347 -0.0133511 0.0211798 -0.0154753 -0.0115241 -0.0387546 -0.00800943 -0.00631889 0.0379885 0.00405782 0.00565923 0.0079615 0.0058236 0.033912 0.0183419 -0.0247219 0.00930908 0.0361143 0.0049974 0.0330312 0.012484 0.0133998 -0.00260526 -0.000169266 0.0097966 -0.038101 -0.0178884 -0.0154737 -0.0361785 0.029628 0.0354274 0.0077773
윔	0.0113988 0.0185724 -0.00030335 0.022649 0.0115306 0.0169112 0.0174172 -0.0237618 0.00190664 0.00838538 0.0154105 0.0131456 0.0257949 0.0178675 0.0170646 -0.0380337 0.0146681 0.0108273 0.0338984 0.0204891 -0.0296911 -0.0241754 0.0233815 -0.0117328 -0.00375257 -0.0256497 -0.00248007 0.0382605 -0.0167901 0.0369466 -0.0251184 -0.0111061 -0.026154 0.0284858 0.0305429 -0.00482057 -0.026263 0.0181773 -0.00542615 -0.00109687 0.020402 -0.0248877 -0.0293631 0.0101673 0.0140138 -0.0155302 0.00692097 -0.00209767 0.0310935 0.0293215 -0.0146323 -0.033876 0.0279878 -0.0180615 -0.00388613 -0.0244433 0.0285626 0.0173635 -0.0368066 -0.00763612
팡	0.0349348 0.00837196 0.00265983 0.0108528 0.0253821 -0.0118137 0.0263945 -0.0124486 -0.0156697 0.00694553 -0.0327303 0.00790266 -0.0303693 0.0142752 0.00766515 0.00747853 0.00210671 0.0193187 -0.0290245 -0.0236555 -0.00190762 0.0216174 0.0264546 0.00337577 0.0296106 0.0117624 0.0382452 -0.0272296 -0.0121214 0.0302575 0.0345049 -0.00635734 -0.0184914 0.0033435 -0.0248189 0.0189924 -0.0173892 -0.010088 -0.0113696 -0.0313125 0.0184796 -0.0161539 -0.00444853 0.0150171 0.0112724 0.0222898 -0.00800915 -0.027022 -0.0290894 -0.0224893 0.0315888 -0.00851307 0.00187369 0.00304722 0.00709741 0.0108928 0.000535887 0.0196798 -0.0153707 -0.001118
랍	-0.0285409 -0.0339412 0.0306784 0.0108561 0.00109034 0.00261259 0.00386085 0.00797976 0.0365756 0.00624161 -0.0381679 -0.0103706 0.0244026 0.0384926 -0.011665 0.00199794 -0.000141405 0.0171817 -0.0387032 0.0338584 -0.00687643 0.0162019 -0.0387314 -0.00410444 -0.0221062 0.00171769 -0.025145 -0.00566136 -0.0237835 -0.0266518 -0.0377192 -0.00164603 -0.00987229 -0.00931969 -0.0196295 0.0317654 0.00836333 1.16155e-05 0.00462814 0.0170222 0.0140987 -0.0259305 -0.00898621 0.0182956 0.0141068 0.0192999 0.0205115 -0.0107287 -0.0276861 -0.0212616 -0.0345451 0.00282676 -0.0374959 0.0335935 0.0134528 -0.00740405 0.0227335 -0.00545942 -0.0190794 0.0381469
탑	0.021028 -0.0353069 -0.0213732 -0.0205941 0.0222632 0.0382833 -0.0195122 -0.0298543 0.011965 -0.0115588 0.0382471 0.0216543 0.00835538 -0.00398863 0.00527956 0.013885 -0.0243993 -0.0170208 0.0350565 0.0373657 0.015467 0.033419 -0.0311173 -0.00752586 0.0305364 -0.0307446 0.0175883 0.0198944 -0.0126889 0.0342631 -0.0297862 -0.0286872 0.016796 0.0309873 0.00807337 0.0138878 -0.024457 -0.0231953 0.0218007 -0.0352947 0.00285976 0.00456087 -0.0257568 0.0121395 0.00808431 -0.0175801 0.00122611 -0.0217641 0.00701899 -0.0317778 -0.0207613 -0.0363402 0.00553991 0.00861534 0.0232789 0.00680486 -0.0148877 0.0375453 -0.00154069 -0.037022
포	-0.0205883 0.00542733 0.0113567 0.0379313 0.0283228 0.000860896 0.00148531 -0.0168482 -0.0295619 0.0212981 0.0266909 0.0306306 0.0150997 -0.00474901 0.032669 -0.0344813 -0.00666951 -0.0309059 0.0157009 -0.0372293 0.0170413 0.00643293 -0.0256698 -0.0156937 -0.0243685 -0.00949156 0.0120303 -0.0200182 0.0113785 0.015724 0.00100657 0.00484589 0.01604 0.0309066 -0.0228886 0.0175493 -0.0138563 -0.000731599 0.0222619 0.0121436 -0.0383839 0.0333963 0.0103068 -0.0181259 0.00232216 0.0229634 0.0156673 -0.0164394 0.0217454 -0.00326591 -0.0369785 -0.00779977 -0.015367 -0.0236866 0.0287252 -0.0162968 0.0116157 0.0173537 0.0299006 -0.0135916
햿	0.0272968 -0.00152566 0.00697548 0.00458579 -0.0184961 -0.0121298 -0.00782958 -0.0332364 0.0209386 -0.00339875 -0.0164841 -0.00389861 0.00412996 -0.0116749 0.0211874 0.0147666 -0.023086 0.0214675 -0.00970512 -0.0366292 0.0063596 -0.00803969 -0.0355096 -0.0175569 -0.00403951 0.00694258 0.0359458 -0.023246 -0.0189969 -0.00473406 -0.00506508 0.0149539 0.0355917 0.0294242 0.0300491 -0.0383559 0.033994 -0.0231172 0.0297563 -0.00747381 0.0172803 0.00249914 -0.0369012 -0.0186561 -0.0230689 -0.0325875 0.0371455 -0.0296315 -0.0214193 -0.00360365 0.0065119 0.035298 0.0329804 -0.00890342 0.036026 -0.0165903 -0.0107869 -0.0308186 -0.0331906 0.0253566
옽	0.0248297 0.0248678 -0.0284155 -0.0243588 -0.0262381 0.0137123 -0.0195886 0.0118844 -0.00266346 -0.0154773 0.0115934 0.0250075 -0.0223708 0.03098 0.0048551 0.0384098 -0.0275474 -0.011249 0.00635795 -0.00627809 -0.0331805 -0.00186533 -0.0273499 0.0322651 -0.00354579 -0.0130318 0.0305189 -0.00811343 0.0238392 -0.0337851 0.0139889 0.0106122 0.000425208 -0.019844 0.0318435 0.0372964 -0.000897508 -0.0156013 -0.00741436 0.00451377 -0.0181044 -0.0184909 0.0386452 -0.0341308 -0.0339285 -0.0219269 -0.0167198 0.00188315 -0.023604 0.00729584 0.0260762 0.0259984 -0.0380952 0.0148784 0.0228716 -0.00840974 0.0284211 0.0208629 -0.00033075 -0.0205002
쉼	0.0361812 -0.0250089 0.0364461 0.0321276 0.00248683 -0.012087 0.0369357 0.0314736 -0.0307095 -0.0211601 0.00785625 0.0226513 0.00685368 -0.0375163 0.0110492 -0.00571896 0.007461 0.0168801 -0.0306012 0.0326422 -0.0307884 -0.0367004 0.0048095 -0.034867 0.0191384 0.0324446 0.0296561 0.00889796 -0.000818241 -0.0296811 -0.0376255 -0.00943159 0.0266687 -0.0241231 -0.0275764 -0.0147873 -0.0110632 -0.0185112 0.0310098 0.0110166 -0.0112999 -0.0162171 0.0088837 0.035604 0.000638857 -0.0146918 -0.00448893 0.0276997 -0.0288206 -0.0197164 0.0204834 0.0242942 0.0253278 -0.00725139 0.0077015 -0.0243101 0.015394 0.00207375 -0.0361382 -0.00659369
탁	0.00239994 -0.0374658 -0.0304321 -0.0356849 0.0240475 -0.0307274 -0.00915842 -0.0131361 0.00415997 -0.020062 -0.0108995 -0.0169585 0.010358 -0.00188747 0.0351554 0.0366159 0.0143187 -0.0169499 -0.0270153 -0.0307218 -0.00216588 0.0293975 0.0180741 0.00404772 0.018566 0.0336091 0.0261433 -0.0214283 -0.0188487 0.0357278 -0.0137645 -0.00493285 -0.0234764 -0.0206233 0.00934686 0.0316806 0.0296844 0.00160481 -0.0196758 0.00824729 0.0272698 -0.0379289 -0.012547 0.0261262 0.013593 -0.0089573 -0.00785634 0.0243292 -0.0363971 -0.0223342 -0.0253439 0.0331441 0.0238371 0.0330191 -0.0368765 0.00739334 -0.0382048 0.000880364 -0.0204341 0.00388901
셎	-0.02485 0.0380777 0.0151165 -0.0202535 -0.0381897 0.016784 -0.00256803 -0.0344445 0.0167129 -0.0185568 0.000492591 0.0232887 0.0191655 0.0115902 0.0342356 0.00841075 0.0315689 0.000106379 0.0241386 0.0174732 0.0158798 0.0016448 -0.00721535 0.0246094 0.0315878 -0.0283883 0.000852384 -0.0312847 -0.00644887 0.017452 -0.0238561 0.0134712 0.0271633 0.000929546 0.0213083 0.0192196 0.0205965 0.0202018 -0.0163985 -0.0377631 -0.0329142 0.00962221 -0.00705601 0.00622004 0.018254 0.0150187 -0.0120215 0.0284791 0.0213355 -0.0108336 -0.0353307 0.0295947 -0.0167256 0.012501 -0.03281 0.0377703 -0.028695 0.00229462 0.0211138 -0.0380679
괂	0.033111 -0.00571702 -0.0281706 0.0174186 0.0239454 0.0245149 0.0336136 -0.0256047 -0.0168492 0.0234526 0.0314203 -0.0302989 0.0354727 -0.00554507 0.0108407 0.00996776 0.0281759 -0.0383624 -0.00169861 0.00754796 -0.00108544 0.0325273 0.0227859 0.031056 0.0385376 -0.0238992 0.0140306 0.0146442 -0.0310289 -0.0345134 0.0387338 0.0369373 0.0354948 -0.00862231 -0.0361897 0.0210238 -0.0270132 0.00167353 -0.0344988 0.0381385 0.0249388 0.0211931 -0.00723194 -0.00676372 -0.0180855 -0.0355724 0.0309676 -0.0337201 -0.0340901 -0.001524 0.0159718 -0.0383555 -0.0331426 0.0242837 0.0228388 0.00887086 -0.0148085 0.0294965 -0.00725644 -0.00751511
냄	-0.0173718 -0.0122286 0.0375713 0.000487197 -0.0249563 -0.0202601 0.00248287 -0.0110342 -0.0327013 0.0100923 0.0193344 0.016254 0.000745405 -0.00286565 -0.0234559 -0.0272908 -0.00867519 0.0196188 -0.0342119 -0.0354064 0.00756801 -0.037107 -0.0136576 -0.0158886 -0.0357349 0.0360812 0.0145299 0.00302359 -0.0183228 0.0364598 -0.0150621 -0.037753 -0.032403 -0.0233564 -0.0159516 -0.0377554 -0.0180004 0.0210079 0.00740095 -0.00714774 0.00979077 0.0285079 0.0244474 0.033859 0.0334137 0.0161375 0.0201961 0.0176079 0.0198301 -0.0292614 0.0218112 0.00693235 -0.0308863 -0.00623614 -0.00294473 0.0309284 -0.00919927 -0.00293582 -0.0228628 0.0191919
밫	0.0327031 -0.0014864 -0.0235633 -0.000514541 -0.00464363 -0.00516003 -0.00835295 0.00555096 -0.00469808 -0.0121553 -0.0162281 0.0261207 -0.0372523 -0.034497 -0.00937252 -0.00742107 0.0199498 -0.0193014 -0.00164622 -0.0284141 -0.0364713 -0.0232727 0.0201787 0.037658 -0.0166258 0.00457745 0.00694338 0.0100802 0.0386645 -0.0302497 0.00381532 0.00746188 0.0186008 0.0324195 -0.0151489 -0.00383133 -0.0035397 -0.0298753 -0.0107663 -0.0287763 0.0159932 -0.00325366 0.0179353 -0.00440973 -0.0253516 0.0185534 0.025272 -0.010164 0.0276661 -0.016622 -0.0324208 0.0177996 0.00970991 0.0107476 -0.0241634 -0.0245115 0.0092284 -0.00614502 0.0264725 0.0258984
퇑	0.0244532 -0.007683 0.0169771 0.0246014 0.00179291 -0.0203682 0.00200329 -0.0342817 0.0285062 -0.0230607 -0.036818 -0.0247228 0.00102431 0.00876692 0.0354742 0.0377715 0.0156947 -0.0151088 0.0378246 -0.0282203 -0.00738224 0.0194719 0.0345072 -0.0319088 0.0337412 0.02514 0.00674379 -0.0247664 0.0351353 -0.0190365 -0.00279671 -0.000631113 0.00185605 0.0285568 0.0376642 0.00348598 0.00751628 0.0244699 0.0153462 0.0105409 -0.0239475 -0.0150583 0.00286075 -0.0279711 0.0173104 -0.0272957 0.00768615 0.0169154 -0.0208073 -0.0355217 0.00029337 0.0140228 -0.0246199 -0.00394313 0.014363 -0.031481 -0.00127828 -0.0163503 0.0205599 0.0223497
옂	-0.0201359 -0.0196286 -0.0233653 -0.02019 0.00308587 -0.0202143 0.0208631 -0.00888999 0.0244047 -0.0154608 -0.0193497 0.00300737 0.0130528 -0.0178345 -0.0372688 -0.0216255 0.019648 0.0306545 -0.034641 -0.0309604 -0.0124785 0.0152165 -0.00797928 -0.0116445 -0.0225648 0.00837453 -0.0383352 -0.024266 0.0304735 -0.0335537 -0.00442007 -0.0207269 -0.0262474 0.00944926 -0.0120466 -0.0242757 0.0194879 0.0256474 0.0295212 0.0364152 0.000630189 -0.035088 -0.00830409 0.0252995 -0.0296557 0.00639955 -0.00365772 -0.0194089 -0.0215188 0.0386216 0.0194504 0.0369355 -0.0264919 -0.01545 0.0346792 -0.000796128 -0.0299282 -0.0222764 -0.0136498 0.0175004
쿳	0.0135913 -0.0191392 -0.0211892 0.0193502 0.0159176 -0.013889 0.0198783 -0.0311105 -0.0160677 -0.0357955 0.0286943 0.0271077 -0.026524 0.0120226 -0.00768381 -0.00526343 -0.00364905 -0.0141413 -0.00701075 -0.0240033 0.038631 0.0117891 -0.0243031 -0.0276183 -0.00247899 0.0276724 -0.0248028 0.0295916 -0.0162764 0.0129234 0.0172911 -0.00783087 0.0352794 -0.0369096 0.00168458 0.00470148 0.0322876 0.0241746 -0.0113667 -0.0262341 -0.0360074 0.00899358 -0.0182728 -0.0133224 -0.0146297 -0.0325704 0.0264234 -0.0328508 0.00744324 0.00670393 0.0343599 0.0178841 0.0132924 -0.0107153 0.0348054 -0.0287343 0.0170145 0.0154324 -0.012134 0.0225543
쭤	0.0058427 0.0360687 -0.0303511 -0.0252748 0.00736271 0.015881 -0.0369908 -0.0255617 0.0260396 0.00768293 0.00929719 -0.032796 -0.0245786 0.0166574 -0.0165146 0.0125692 -0.0176855 -0.00622105 0.0155971 0.0124304 0.0117048 0.0189026 0.0325662 0.0277111 -0.00707491 -0.0036068 0.00473152 -0.0321056 -0.0148433 0.00312756 -0.0301944 -0.0219514 -0.0221967 -0.0194062 0.0371443 -0.0354542 0.00494415 0.0222181 -0.0356983 0.0221286 0.0372471 -0.0107825 -0.0226846 -0.00126956 0.0298314 -0.0335175 0.0021161 0.0216079 -0.0139244 0.0233399 0.0280098 0.00386868 -0.0374506 -0.00923916 0.00414722 0.0333324 0.00708557 -0.0207006 -0.0238145 -0.0215381
혾	-0.0280901 -0.0108696 0.0235443 -0.0034578 0.0248844 -0.0160249 -0.0371636 0.0149261 0.016764 -0.0244168 0.0386591 -0.0150308 -0.0326652 -0.0355907 -0.0307324 0.00677538 0.0222036 -0.0311287 -0.0212555 0.0164427 0.00921061 0.017536 0.000275951 0.00841882 0.00364966 -0.0236316 0.015533 -0.0278897 0.0310296 0.032646 -0.011874 -0.0025362 -0.026788 -0.000136025 -0.0336636 0.00925543 0.0190173 -0.018319 0.0363331 -0.000765584 -0.0128436 -0.019569 -0.0116664 -0.0190497 -0.0383579 0.0354068 0.0209429 -0.0231512 0.0273382 0.0170846 -0.0224256 0.0229532 -0.00908608 -0.0272616 0.0253319 0.0341478 0.00249737 0.0326209 0.0295178 -0.00970518
뻔	0.0222187 -0.0186126 0.0319209 -0.00217698 0.0277717 -0.026361 0.0107271 -0.019901 -0.00297927 -0.0143208 -0.0353683 -0.0331121 -0.030665 0.0087061 -0.0334695 0.0171925 0.00982823 -0.032248 -0.0218475 0.00266095 -0.00826024 0.0300223 0.0325553 -0.0266673 0.0148722 0.00735981 -0.000352684 -0.0334617 0.0201748 -0.0197797 0.0261848 -0.0333556 -0.00834671 0.00751768 -0.0117639 0.0026905 -0.0290267 -0.0158972 0.0271197 0.00230293 0.00217637 0.0170807 0.0159997 -0.00725912 -0.0136886 0.0208096 0.0157247 0.0211105 0.000208993 -0.0354375 -0.0350149 0.0231878 0.0124252 -0.0302996 -0.0191505 -0.0282044 -0.00845335 -0.00455874 -0.00185201 0.0242411
샇	-0.0145004 0.031532 0.00872279 -0.0332475 -0.0053741 -0.034139 -0.00642294 -0.0297615 -0.0185932 -0.0048901 -0.0376506 -0.0310735 -0.00164023 0.0199462 0.000655886 0.0239828 -0.0154682 0.00510445 0.0279839 -0.00167251 0.0177142 -0.0193692 -0.0139237 0.0283391 -0.0267048 0.0283415 0.00671175 -0.0247866 -0.0141781 -0.00699607 0.0229221 0.0354282 0.0342241 -0.0047108 -0.00931436 -0.0330523 0.0188441 -0.0330771 -0.0272086 3.42466e-05 -0.0154004 -0.0180674 -0.0242765 -0.032593 -0.0291829 0.00104178 0.0205232 0.0350021 -0.0250533 -0.034168 -0.0184114 -0.00510085 -0.0313871 0.0110774 -0.0178958 -0.00574974 -0.00667977 0.00019563 -0.0314033 0.0311729
퇘	-0.00228475 -0.022078 9.31323e-08 0.016225 -0.0306578 0.0214368 -0.000265859 -0.0116463 0.00750108 0.0243944 0.0203688 -0.00348943 0.0261456 -0.0190483 -0.0383707 -0.0337032 -0.0275716 -0.0372858 -0.0125651 0.0275337 -0.00613429 0.00433655 0.0181136 -0.00377097 -0.029558 0.0158935 -0.0191121 0.0212958 -0.0317964 0.0295245 -0.0359443 -0.0349098 0.0293547 0.0216126 -0.0267444 -0.0096016 -6.32182e-05 0.00885467 -0.0247679 0.00244595 0.0365173 -0.0132877 -0.00280559 -0.0145774 0.0301836 0.00629393 -0.0370916 0.0344789 0.0268465 0.00417917 -0.0336705 -0.0344249 -0.0375043 -0.0029939 0.0276468 -0.0147117 -0.00398291 -0.00184328 0.025416 0.00582277
륄	-0.0214467 -0.0259031 0.0111987 -0.0129011 0.0165727 -0.0325616 0.0137735 0.0144979 0.015866 0.0245936 0.00390745 -0.0211391 -0.0228524 0.00139894 -0.0261439 0.0234469 0.0306663 -0.0177401 0.0252634 0.000563305 -0.00162943 -0.0294909 0.0183507 -0.0153334 -0.0346969 -0.0141802 -0.0256106 -0.00415631 -0.0236953 0.0134377 -0.0233983 -0.00346553 0.0289585 0.0171612 0.0386035 -0.000791859 -0.0359866 0.0258531 0.0166224 -0.0302904 -0.0210092 0.00364847 -0.00130164 -0.00780035 0.0361123 0.0176798 0.0177096 -0.0346321 0.0152395 -0.0252309 0.015473 0.0349205 0.0027272 0.0074666 -0.0187225 0.0163161 -0.0303835 0.0252643 0.0234172 -0.0353583
영	-0.0126742 -0.00263402 -0.0357017 0.0145863 -0.0345434 -0.0240946 0.016925 -0.0335035 0.0364055 -0.0148429 0.00434068 0.0116699 -0.0064693 -0.0327596 0.010492 -0.00218709 0.0226115 0.0147887 -0.00787384 0.00304128 -0.0345739 -0.010162 0.00594549 -0.00269386 -0.0220621 0.0151736 0.00628573 0.0211108 0.0108554 0.0107773 -0.0360725 -0.0153902 0.012558 0.0163438 0.0150518 -0.0131182 -0.026771 0.00234427 0.0183157 0.0152608 -0.0207514 0.00331375 0.0238415 -0.00797528 -0.024908 0.0154767 -0.0356078 0.0250676 0.0181656 -0.00566267 -0.00496089 -0.00601775 0.00373298 -0.0296386 0.027984 0.00397404 0.0118543 0.0237523 -0.0215924 0.0236456
